,segment,speaker,debate,mtld,n_difficult_words,n_opponent_mentions,n_words_before_main_verb,readability,person_1sg,person_1pl,person_2,person_3,n_words,n_sents,mean_sent_length,std_sent_length
117,"We had eight hurricanes and four tropical storms in 16 months. The whole state was turned upside down. It required a steady hand. Leadership. You learn this, you learn it by doing it. It's not something that you just go up, and on the job do it. [applause]",bush,r_manchester_2016_02_06,71.68,6,0,10,4.4325,6,1,3,0,48,7,6.857142857142857,4.549052379454473
118,"It's not the same. Look, let's be clear. Marco Rubio is a gifted, gifted politician, and he may have the skills to be a President of the United States, but we've tried it the old way with Barack Obama, with soaring eloquence and we got — we didn't get a leader we got someone who wants to divide the country up. The next President...[bell rings]...going to have to forge consensus to bring about a set of common purposes so that we can move forward again in this country...",bush,r_manchester_2016_02_06,72.95689655172414,11,0,6,8.8325,4,5,0,1,88,6,14.833333333333334,14.690321832946871
119,... We're going to continue with leadership now. Martha?,muir,r_manchester_2016_02_06,9.0,2,0,0,10.9,0,1,0,0,9,2,4.5,3.5
120,"Senator Cruz, you are a first term Senator as well. Your opponents say you, like Senator Rubio, are not prepared to be Commander in Chief. You have talked tough about threats we face in the Mid-East. It was reported just moments ago that the North Koreans test launched an intercontinental ballistic missile. North Korea has nuclear weapons, and conducted another nuclear test just last month.",raddatz,r_manchester_2016_02_06,107.54545454545459,14,0,6,9.2875,4,3,5,0,65,5,13.0,2.280350850198276
121,The missile that was launched is the kind the North Koreans hope could someday carry a nuclear weapon capable of reaching the United States. How would you respond if Commander in Chief to that launch?,raddatz,r_manchester_2016_02_06,85.74999999999997,8,0,3,9.65,3,1,1,0,35,2,17.5,6.5
122,"Well, I would note, initially the fact that we're seeing the launch, and we're seeing the launch from a nuclear North Korea is the direct result of the failures of the first Clinton administration. The Clinton administration led the world in relaxing sanctions against North Korea. Billions of dollars flowed into North Korea in exchange for promises not to build nuclear weapons. They took those billions and built nuclear weapons.",cruz,r_manchester_2016_02_06,31.58823529411765,12,0,8,10.44,6,5,0,1,70,4,17.5,9.937303457175895
123,"And, I would note also the lead negotiator in that failed North Korea sanctions deal was a woman named Wendy Sherman who Barack Obama and Hillary Clinton promptly recruited to come back to be the lead negotiator with Iran. So, what we are seeing with North Korea is foreshadowing of where we will be with Iran.",cruz,r_manchester_2016_02_06,73.17333333333333,9,0,14,12.035,5,3,0,1,56,2,28.0,11.0
124,"With respect to North Korea and what we should do now, one of the first things we should do is expand our missile defense capacity. We ought to put missile defense interceptors in South Korea. South Korea wants them. One of the real risks of this launch, North Korea wants to launch a satellite, and one of the greatest risks of the satellite is they would place a nuclear device in the satellite. As it would orbit around the Earth, and as it got over the United States they would detonate that nuclear weapon and set of what's called an EMP, and electromagnetic pulse which could take down the entire electrical grid on the Eastern seaboard, potentially killing millions.",cruz,r_manchester_2016_02_06,40.287653522947636,17,0,16,10.9825,7,5,0,2,119,5,23.8,15.367498169838838
125,"We need to harden the grid to defend ourselves, and we need missile defense to protect ourselves against North Korea.",cruz,r_manchester_2016_02_06,21.200000000000003,3,0,1,9.715,0,8,0,0,20,1,20.0,0.0
126,"Well, let me ask you this, if you were Commander in Chief tonight would you have order the U.S. military to destroy that missile preemptively on the launchpad to prevent North Korea from becoming an even graver threat?",raddatz,r_manchester_2016_02_06,106.47000000000004,7,0,2,16.0825,2,2,3,0,38,1,38.0,0.0
127,"You know, at this point I'm not going to speculate on that without the intelligence briefing that any Commander in Chief would have, knowing what exactly is there. [applause]",cruz,r_manchester_2016_02_06,252.00000000000009,7,0,9,14.662500000000001,4,0,1,0,29,2,14.5,13.5
128,One of the real problems...,cruz,r_manchester_2016_02_06,5.0,1,0,0,2.27,0,0,0,0,5,1,5.0,0.0
129,"... Senator Cruz, let me tell you this, you have talked tough about the Mid-East, you haven't gotten those intelligence briefings about that. Why not tell us whether you would preemptively strike a missile on a launchpad that threatens the U.S...",raddatz,r_manchester_2016_02_06,61.74000000000001,8,0,6,11.057500000000001,1,0,4,0,41,2,20.5,2.5
130,"... Actually, with respect, I have gotten the intelligence briefings on the Mid-East. Those have been going on for many years. I haven't gotten the intelligence briefing tonight on what North Korea's doing because I'm here in new Hampshire. When you're responding to an immediate incident, you need to know the intelligence of what's occurring.",cruz,r_manchester_2016_02_06,64.97866666666667,13,0,23,10.514999999999999,9,0,2,2,55,5,11.0,6.06630035524124
131,"But what I was saying — look, it is qualitatively different dealing with a country once they have nuclear weapons. It's why you prevent them from getting nuclear weapons in the first place — because your hands are somewhat tied once they have nukes.",cruz,r_manchester_2016_02_06,86.28666666666666,6,0,0,10.264999999999999,5,2,3,2,44,2,22.0,2.0
132,"It's why this Iranian nuclear deal is so catastrophic, and it's why I've pledged, on the very first day in office, to rip to shreds this Iranian nuclear deal so we're not sitting here in five years, wondering what to do about an Iranian missile launch when they have nuclear weapons. The stakes are too high for that.",cruz,r_manchester_2016_02_06,76.88000000000001,5,0,0,11.9925,9,2,0,3,58,2,29.0,22.0
133,"Okay. Senator Cruz, I will say that missile has been sitting there for quite some time, and they have had eyes on it.",raddatz,r_manchester_2016_02_06,23.0,2,0,5,8.48,2,0,0,1,23,2,11.5,10.5
134,"But Martha, just — Martha, just to clarify on that point, because he's right, and one more thing to point — it is standard procedure of the United States to shoot down those missiles once launched if they pose a threat to civilians, land and ships.",rubio,r_manchester_2016_02_06,56.055555555555564,5,0,0,16.815,3,0,0,2,46,1,46.0,0.0
135,"Senator Rubio, I'm talking about a preemptive strike on the launch pad.",raddatz,r_manchester_2016_02_06,13.0,4,0,5,8.9375,1,0,0,0,12,1,12.0,0.0
136,"Well — no, I understand. And not — but — but I think it's important to note that it is — and Senator Cruz, I think, was alluding to this, as well — it is the standard procedure of the United States, if those missiles pose a threat to land, civilians, our allies or any of our assets, to shoot down that missile in mid-flight.",rubio,r_manchester_2016_02_06,53.43729889589906,9,0,7,11.645000000000001,11,4,0,0,65,3,21.666666666666668,23.570226039551585
137,"I understand your question was about a preemptive strike, but my point is that there is in place now contingencies to avoid any sort of that strike from going errant and destroying any — any assets of the United States, or implicating or hurting any of our allies or any of our assets in the region.",rubio,r_manchester_2016_02_06,45.56064073226544,9,0,1,20.927500000000002,7,2,2,0,56,1,56.0,0.0
138,"OK. Thank you, Senator Rubio.",raddatz,r_manchester_2016_02_06,5.0,2,0,0,5.8999999999999995,0,0,1,0,5,2,2.5,1.5
139,"Governor Kasich, how would you respond to tonight's launch?",raddatz,r_manchester_2016_02_06,10.0,3,0,6,8.525,0,0,1,0,9,1,9.0,0.0
140,"Well, we've got to to step up the pressure. And by the way, I've gotta say, after being here, every one of my 100 town hall meetings in New Hampshire were a lot more fun than what I saw here today, were so much more positive.",kasich,r_manchester_2016_02_06,88.36000000000001,5,0,11,7.665,4,4,0,4,46,2,23.0,14.0
141,"Look, in terms of North Korea, Martha, we have to make sure that we intercept both the ships and their aircraft, because what they're trying to do is to proliferate this very dangerous material, along with the — with the technology, the instruments that can be used for mass destruction.",kasich,r_manchester_2016_02_06,87.49999999999999,9,0,0,20.3725,4,2,0,2,50,1,50.0,0.0
142,"That's what I worry about the most, frankly, is non-state actors, people who don't have a uniform, people don't have a country, who can spread this, who are not subject to the — to the mutual assured defense. In other words, you strike us, we strike you.",kasich,r_manchester_2016_02_06,40.26166666666666,3,0,9,9.33,3,1,2,0,47,2,23.5,14.5
143,"Some of these radicals, they don't care about that. That's what I worry about, for my children, and for their children, going forward. So, we have to be very tough.",kasich,r_manchester_2016_02_06,71.68,1,0,8,4.515000000000001,2,1,0,2,30,3,10.0,2.943920288775949
144,"And we should tell the Chinese, look, if you're not going to do this ballistic missile defense to the Koreans, ballistic missile defense to Japan — and by the way, we should impose the same kind of sanctions on North Korea that we imposed on Iran, because they're able to shift money. They're able to send money and receive money. [bell rings]",kasich,r_manchester_2016_02_06,34.473159789243056,8,0,5,12.3825,4,3,1,2,62,3,20.666666666666668,22.29100466306732
145,"We've gotta to be very tough on this. And frankly, I think we could have — I think we could have let the Japanese know that if you want to take action on that — on that missile that's rising, you want to take action — you will have our support, if that's what you think is the best thing to do. We cannot continue to be weak in the face of the North Koreans, or, frankly, in the entire rest of the world.",kasich,r_manchester_2016_02_06,30.01172129368353,8,0,15,9.2725,7,6,4,0,84,3,28.0,19.252705437591537
146,"Martha, this is — this is the — relates...",kasich,r_manchester_2016_02_06,7.0,1,0,0,1.415,2,0,0,0,9,1,9.0,0.0
147,"Thank you, Governor Kasich. Thank you — thank you...",raddatz,r_manchester_2016_02_06,6.333333333333334,2,0,3,3.61,0,0,3,0,9,2,4.5,0.5
148,... this relates to strategic patience. [applause],bush,r_manchester_2016_02_06,6.0,4,0,2,10.595,0,0,0,0,7,2,3.5,2.5
149,"... Governor Bush, I'll get to you in a moment.",raddatz,r_manchester_2016_02_06,10.0,1,0,0,4.2325,2,0,1,0,10,2,5.0,4.0
150,"This relates to the strategic patience of the Obama administration. They come up with these great marketing terms, and what they do is they pull back, and voids are filled, and they're now filled by asymmetric threats of terror, as well as nation-states on the run.",bush,r_manchester_2016_02_06,61.85200000000001,9,0,2,10.715,1,1,0,4,46,2,23.0,13.0
151,"The next president of the United States is gonna have to get the United States back in the game, and if a preemptive strike is necessary to keep us safe, then we should do it. [applause]",bush,r_manchester_2016_02_06,51.84000000000001,4,0,8,13.6725,5,1,0,0,36,2,18.0,17.0
152,"Thank you, Governor Bush.",raddatz,r_manchester_2016_02_06,4.0,1,0,0,6.9,0,0,1,0,4,1,4.0,0.0
153,"Mr. Trump, do you have a red line with North Korea? Would you consider military action? And how far would you let them go?",raddatz,r_manchester_2016_02_06,53.760000000000005,4,1,7,3.63,0,0,3,0,24,3,8.0,2.449489742783178
154,"Well, let me say a couple of things. First of all, Marco said earlier on that President Obama knows exactly what he's doing, like we have this president that really knows. I disagree, respectfully, with Marco.",trump,r_manchester_2016_02_06,76.66400000000004,9,0,8,7.9350000000000005,1,2,0,1,36,3,12.0,7.874007874011811
155,"I think we have a president who, as a president, is totally incompetent, and he doesn't know what he's doing. [applause]",trump,r_manchester_2016_02_06,49.37333333333333,5,0,1,11.3075,3,1,0,2,21,2,10.5,9.5
156,"I think he has no idea what he's doing. And our country is going to hell. So, I just want to say, we disagree on that. Is that okay?",trump,r_manchester_2016_02_06,50.40000000000002,2,0,14,0.38499999999999995,5,2,0,3,29,4,7.25,2.680951323690902
157,"Yeah. I have a — I got mentioned, can I respond?",rubio,r_manchester_2016_02_06,14.000000000000004,2,0,6,1.8925,3,0,0,0,11,3,3.6666666666666665,2.0548046676563256
