,segment,speaker,debate,mtld,n_difficult_words,n_opponent_mentions,n_words_before_main_verb,readability,person_1sg,person_1pl,person_2,person_3,n_words,n_sents,mean_sent_length,std_sent_length,segment_length
109,"Secondly, Jake, in our state, the state school board sets the standards. And we want high standards because we have not always had high standards, unfortunately. They set the standards and the local school boards develop the curriculum.",kasich,r_miami_2016_03_10,22.08108108108108,6,0,15,8.9775,1,3,0,1,38,3,12.666666666666666,0.9428090415820634,236
110,"Not only did we have that in the law, we reasserted it in the law. And we also want parental advisers in the local school district so that, in fact, you know, frankly, education has to be run at the school board level with a little guidance from the state.",kasich,r_miami_2016_03_10,46.61379657603223,6,0,14,9.68,5,3,1,0,50,2,25.0,10.0,256
111,"Now on top of that, you want to talk about the 21st Century and what we need to do with our kids? We need to start connecting them to the real world. We need to be training them for the jobs of the 21st Century, not the jobs of 20 years ago.",kasich,r_miami_2016_03_10,30.048474610974612,3,0,9,5.3075,0,4,1,0,52,3,17.333333333333332,5.2493385826745405,241
112,"We need vocational education starting in the seventh grade where kids can get that kind of education that can take them to college, but all the way through their K through 12 they ought to be connected with real-world jobs.",kasich,r_miami_2016_03_10,70.98,4,0,1,16.322499999999998,1,1,0,2,40,1,40.0,0.0,223
113,"Frankly, what ought to happen is we ought to get them to pursue their God-given talents and connect them with the things that give them passion. And that's exactly what we're doing in Ohio, combined with mentoring programs to talk to kids about what their future can be.",kasich,r_miami_2016_03_10,45.86092715231788,9,0,0,10.497499999999999,2,2,0,2,48,2,24.0,2.0,270
114,"So let me be clear, local control, obviously, high state standards. That's what it is in the state of Ohio.",kasich,r_miami_2016_03_10,123.47999999999988,4,0,1,4.755,3,0,0,0,20,2,10.0,1.0,107
115,"So, Senator Cruz, let me bring you in. You object to Common Core. Governor Kasich says it's local school boards developing local curriculum to meet higher standards. What's wrong with that?",tapper,r_miami_2016_03_10,76.23,10,2,8,7.17,2,0,2,0,31,4,7.75,3.897114317029974,189
116,"Common Core is a disaster. And if I am elected president, in the first days as president, I will direct the Department of Education that Common Core ends that day.",cruz,r_miami_2016_03_10,42.000000000000014,6,0,16,8.4175,5,0,0,0,30,2,15.0,10.0,163
117,"Now, let me tell you why you can do that, because it's easy to talk about the problem, but you have to understand the solutions. The Obama administration has abused executive power in forcing common core on the states. It has used race-to-the-top funds to effectively blackmail and force the states to adopt common core.",cruz,r_miami_2016_03_10,62.720000000000006,9,0,8,9.629999999999999,3,0,3,0,55,3,18.333333333333332,4.784233364802441,320
118,"Now, the one silver lining of Obama abusing executive power is that everything done with executive power can be undone with executive power, and I intend to do that.",cruz,r_miami_2016_03_10,34.123333333333335,5,0,0,13.5475,3,0,0,0,29,1,29.0,0.0,165
119,"Beyond that, though, Jake, I intend to work to abolish the federal Department of Education and send education back to the states and back to the local governments.",cruz,r_miami_2016_03_10,24.022727272727273,7,0,8,14.235,2,0,0,0,28,1,28.0,0.0,163
120,"And let me say finally, the most important reform we can do in education after getting the federal government out of it, is expand school choice; expand charter schools and home schools and private schools and vouchers, and scholarships. And give every child — African American, Hispanic — every child in need an opportunity to access to a quality education.",cruz,r_miami_2016_03_10,56.74569105691057,12,0,1,14.89,5,1,0,1,60,2,30.0,9.0,358
121,"Let's move on to another topic of particular interest here in Florida. Florida has the highest percentage of seniors in the country. There are 3.1 million senior citizens here who receive Social Security benefits, and they're very interested in hearing what you candidates intend to do to keep Social Security going for future generations.",tapper,r_miami_2016_03_10,84.70000000000003,15,0,0,12.87,6,0,1,6,54,3,18.0,9.93310961716756,339
122,Let me turn now to my colleague Dana Bash.,tapper,r_miami_2016_03_10,9.0,1,0,0,1.9075000000000002,1,0,0,0,9,1,9.0,0.0,42
123,"Senator Rubio, you argue Americans your age must have an honest conversation about making Social Security sustainable. For people under 55, you want to raise the retirement age and also reduce benefits for wealthier Americans. So, what should the new retirement age be? And how much will those benefits be cut?",bash,r_miami_2016_03_10,70.00000000000001,12,1,17,9.822500000000002,0,1,4,0,51,4,12.75,4.763139720814412,310
124,"Well, first of all, let me say that you're right, there are about 3 million seniors in Florida with Social Security and Medicare. One of them is my mother, who happens to be here today. I'm against any changes to Social Security that are bad for my mother. And we don't have to make any changes for them. But anyone who tells you that Social Security can stay the way it is is lying. Any politician that goes around saying, ""We don't have to anything; all we have to do is raise a few taxes or just leave it the way it is,"" they're not being honest with you.",rubio,r_miami_2016_03_10,72.82864450127877,9,0,21,6.797499999999999,12,4,3,3,109,6,18.166666666666668,8.591015979239915,558
125,"Social Security will go bankrupt and it will bankrupt the country with it. So what it will require is people younger, like myself, people that are 30 years away from retirement, to accept that our Social Security is going to work differently than it did for my parents.",rubio,r_miami_2016_03_10,41.69102150537634,7,0,3,11.307500000000001,9,1,1,0,48,2,24.0,11.0,269
126,"For example, instead of retiring at 67 the way I'm supposed to retire, I'd have to retire at 68. If I were still in the Senate, I'd be one of the youngest people there. [laughter]",rubio,r_miami_2016_03_10,36.0,6,0,0,6.875,7,1,1,0,35,3,11.666666666666666,7.717224601860151,179
127,"If I've made a lot of money, my Social Security benefit will not grow as fast as someone who made less money. And by the way, Medicare could very well become the option of using my Medicare benefit to buy a private plan that I like better. Medicare Advantage does that now.",rubio,r_miami_2016_03_10,65.54333333333335,8,0,24,7.68,5,1,0,0,52,3,17.333333333333332,8.806563209081938,273
128,"These are not unreasonable changes to ask of someone like myself who is 25 or 30 years away from retirement, in exchange for leaving the program undisturbed for the people that are on it now or about to retire, and ensuring that we do not bankrupt our country and that this program still exists when my children retire, when my grandchildren retire, when I retire.",rubio,r_miami_2016_03_10,53.241493628185914,8,0,0,24.222499999999997,8,2,0,0,65,1,65.0,0.0,364
129,"Senator, the question was specific though. You made your plan very clear about generally what you want to do, but how high would the retirement age go and how much would you cut those benefits?",bash,r_miami_2016_03_10,68.59999999999998,5,0,1,9.0325,0,0,5,0,35,2,17.5,11.5,193
130,"Well, I'm sorry I didn't answer that part. So the thing is that my — my generation, someone my age would retire at 68. We would continue to allow it to increase the retirement age for future generations until it hit 70. And so my children would retire at 70. I would retire at 68. It would be a graduating scale over a period of time.",rubio,r_miami_2016_03_10,34.0598635235732,9,0,9,5.2025,12,2,0,0,66,6,11.0,4.618802153517006,334
131,"But again I'm talking about people like myself and Ted who are 45 years old. We're years away from retirement. For people that are on it now, we don't have to change it at all. If we don't do anything, we will have a debt crisis. It's not a question of if. It is a question of when. In less than five years, only 17 percent of our budget will remain discretionary; 83 percent of the federal budget in less than five years will all be spent on Medicare, Medicaid, the interest on the debt.",rubio,r_miami_2016_03_10,51.16793381037567,10,0,34,5.6625,13,5,0,0,95,7,13.571428571428571,10.3351984272491,488
132,That's — all of it will be eaten up by that. That's a debt crisis. And it will be debilitating to our economy and our children deserve better than to inherit a debt crisis.,rubio,r_miami_2016_03_10,29.35483870967742,4,0,4,5.3100000000000005,3,2,0,0,34,3,11.333333333333334,6.128258770283412,172
133,"Mr. Trump, you don't want to raise the retirement age, and you also don't want to cut benefits even for wealthier Americans. But according to the Social Security Administration, unless adjustments are made, Social Security is projected to run out of money within 20 years. So specifically, what would you do to stop that from happening?",bash,r_miami_2016_03_10,75.81000000000002,13,1,22,12.030000000000001,1,1,3,0,56,3,18.666666666666668,5.436502143433363,336
134,"Well, first of all, I want you to understand that the Democrats, and I've watched them very intensely, even though it's a very, very boring thing to watch, that the Democrats are doing nothing with Social Security. They're leaving it the way it is. In fact, they want to increase it. They want to actually give more.",trump,r_miami_2016_03_10,48.28125,7,0,14,6.8774999999999995,10,1,1,3,57,4,14.25,13.141061600951424,316
135,"And that's what we're up against. And whether we like it or not, that is what we're up against.",trump,r_miami_2016_03_10,22.0,0,0,0,2.16,2,3,0,0,19,2,9.5,3.5,95
136,"I will do everything within my power not to touch Social Security, to leave it the way it is; to make this country rich again; to bring back our jobs; to get rid of deficits; to get rid of waste, fraud and abuse, which is rampant in this country, rampant, totally rampant.",trump,r_miami_2016_03_10,37.887682119205294,5,0,0,18.525000000000002,7,1,0,0,52,1,52.0,0.0,272
137,And it's my absolute intention to leave Social Security the way it is. Not increase the age and to leave it as is.,trump,r_miami_2016_03_10,24.0,5,0,1,5.6,8,0,0,0,23,2,11.5,1.5,114
138,"You have 22 years, you have a long time to go. It's not long in terms of what we're talking about, but it's still a long time to go, and I want to leave Social Security as is, I want to make our country rich again so we can afford it. I want to bring back our jobs, I want to do things that will make us, that will bring back GDP...",trump,r_miami_2016_03_10,22.624724061810156,4,0,43,6.8925,9,4,2,0,72,3,24.0,12.027745701779143,332
139,"I mean, as an example, GDP was zero essentially for the last two quarters. If that ever happened in China. you would have had a depression like nobody's ever seen before. They go down to 7 percent, 8 percent, and it's a — it's a national tragedy. We're at zero, we're not doing anything.",trump,r_miami_2016_03_10,57.24237429111531,10,0,15,6.484999999999999,5,2,1,1,54,6,9.0,3.2145502536643185,287
