speaker,segment,debate,n_applauses,n_crosstalks,n_opponent_mentions,n_trump_mentions,lexical_diversity,n_difficult_words,n_words_before_main_verb,readability,person_1sg,person_1pl,person_2,person_3,n_words,n_sents,mean_sent_length,std_sent_length,segment_length
WARREN,(APPLAUSE),Miami-FL,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
HOLT,"Congressman O'Rourke, when you ran for Senate, you also praised a bill that would replace private insurance. This year, you're saying you're no longer sure. Can you explain why?",Miami-FL,0,0,1,0,57.34400000000001,6,4.5,6.7475000000000005,0,0,3,0,29,3,9.666666666666666,5.436502143433364,177
O'ROURKE,"My goal is to ensure that every American is well enough to live to their full potential because they have health care. In Laredo, Texas, I met a young man, 27 years old, told me that he'd been to a doctor once in his life. And on that visit, he was told he had diabetes, he was told he had glaucoma, and he was told untreated -- because he doesn't have health care -- he'll be dead before the age of 40.",Miami-FL,0,0,0,0,58.6374854919096,6,4.333333333333333,9.7225,2,0,0,9,82,4,20.75,6.609652033201143,403
O'ROURKE,"So getting to guaranteed, high-quality, universal health care as quickly and surely as possible has to be our goal. The ability to afford your prescriptions and go to a primary care provider, to be -- the ability to see a mental health care provider. In Texas, the single largest provider of mental health care services is the county jail system today.",Miami-FL,0,0,0,0,35.694082037365625,10,0.0,10.845,0,1,1,0,61,3,20.333333333333332,3.39934634239519,352
O'ROURKE,And health care also has to mean that every woman can make her own decisions about her own body and has access to the care that makes that possible.,Miami-FL,0,0,0,0,29.2175,2,0.0,10.942499999999999,0,0,0,2,29,1,29.0,0.0,148
O'ROURKE,(APPLAUSE),Miami-FL,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
O'ROURKE,"Our plan says that if you're uninsured, we enroll you in Medicare. If you're insufficiently insured, you can't afford your premiums, we enroll you in Medicare. But if you're a member of a union that negotiated for a health care plan that you like because it works for you and your family, you're able to keep it.",Miami-FL,0,0,0,0,31.659574468085108,8,5.333333333333333,8.6875,0,3,7,0,57,3,19.0,8.524474568362947,312
HOLT,Your time is up.,Miami-FL,0,0,0,0,4.0,0,0.0,-2.6774999999999998,0,0,1,0,4,1,4.0,0.0,16
O'ROURKE,We preserve choice by making sure everybody has care.,Miami-FL,0,0,0,0,9.0,1,0.5,5.977500000000001,0,1,0,0,9,1,9.0,0.0,53
HOLT,"Your time is up, Congressman, but I do want to ask a follow-up on this. Just to be very clear -- I'll give you 10 seconds -- would you replace private insurance?",Miami-FL,0,0,0,0,84.00000000000003,5,7.5,6.525,1,0,3,0,32,2,16.0,1.0,161
O'ROURKE,No. I think the choice is fundamental to our ability to get everybody cared for...,Miami-FL,0,0,0,0,63.00000000000002,2,0.5,8.405,1,1,0,0,15,2,7.5,6.5,82
BLASIO,"Wait, wait, wait. Congressman O'Rourke, Congressman O'Rourke, private insurance is not working for tens of millions of Americans when you talk about the co-pays, the deductibles, the premiums, the out of pocket expenses. It's not working. How can you defend a system that's not working?",Miami-FL,0,0,2,0,16.448763250883392,10,4.0,8.9025,0,0,2,0,45,4,11.25,11.098986440211556,286
O'ROURKE,"That's right. So for those for whom it's not working, they can choose Medicare. For the...",Miami-FL,0,0,0,0,30.240000000000013,2,6.0,6.3575,0,0,0,1,16,3,5.333333333333333,4.714045207910317,90
O'ROURKE,(CROSSTALK),Miami-FL,0,1,0,0,1.0,0,0.0,8.649999999999999,0,0,0,0,1,1,1.0,0.0,11
BLASIO,Congressman...,Miami-FL,0,0,0,0,1.0,1,0.0,31.0,0,0,0,0,1,1,1.0,0.0,14
O'ROURKE,... who I listen to...,Miami-FL,0,0,0,0,4.0,0,1.5,0.3225000000000001,1,0,0,0,5,1,5.0,0.0,22
BLASIO,... you've got to start by acknowledging the system is not working for people.,Miami-FL,0,0,0,0,14.0,3,1.5,8.477500000000001,0,0,0,0,14,1,14.0,0.0,78
O'ROURKE,... they're able to keep them.,Miami-FL,0,0,0,0,6.0,0,0.0,2.145,0,0,0,0,6,1,6.0,0.0,30
BLASIO,Why are you defending private insurance to begin with?,Miami-FL,0,0,0,0,9.0,3,1.5,9.3825,0,0,1,0,9,1,9.0,0.0,54
DELANEY,"... 100 million Americans say they like their private health insurance, by the way. It should be noted that 100 million Americans -- I mean, I think we should be the party that keeps what's working and fixes what's broken.",Miami-FL,0,0,0,0,44.924444444444454,6,2.3333333333333335,9.45,2,1,0,2,40,2,20.0,6.0,222
DELANEY,(APPLAUSE),Miami-FL,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
DELANEY,"I mean, doesn't that make sense? I mean, we should give everyone in this country health care as a basic human right for free, full stop. But we should also give them the option to buy private insurance. Why do we have to stand for taking away something from people?",Miami-FL,0,0,0,0,91.03500000000001,5,3.75,5.39,2,3,0,0,50,4,12.5,4.9749371855331,265
DELANEY,"And also it's bad policy. If you go to every hospital in this country and you ask them one question, which is how would it have been for you last year if every one of your bills were paid at the Medicare rate? Every single hospital administrator said they would close.",Miami-FL,0,0,0,0,75.71200000000002,3,2.0,7.459999999999999,0,0,4,1,51,3,17.0,14.89966442575134,268
DELANEY,"And the Medicare for all bill requires payments to stay at current Medicare rates. So to some extent, we're supporting a bill that will have every hospital closing. I mean, my dad was a union electrician, right?",Miami-FL,0,0,0,0,101.08000000000003,8,4.333333333333333,6.984999999999999,2,0,0,0,37,3,12.333333333333334,2.357022603955158,211
DELANEY,"I actually grew up in a working-class family. He loved the health care that the IBEW gave him. And I just always think about my dad in anything I would do from a policy perspective. He'd look at me and he'd say, good job, John, for getting health care for every American. But why are you taking my health care away?",Miami-FL,0,0,0,0,74.088,4,2.1666666666666665,5.195,5,0,1,1,61,5,12.2,3.9698866482558417,315
HOLT,"I’ve let this -- I’ve let this play out a little bit because I’m fascinated to hear the daylight between you. Congresswoman Gabbard, why don’t you weigh in here?",Miami-FL,0,0,1,0,39.55827956989247,4,4.666666666666667,7.8475,0,0,1,0,29,2,14.5,6.5,161
GABBARD,"I think we're talking about this in the wrong way. You're talking about one bill over another bill. Really, what we're talking about is our objective, making sure that every single sick American in this country is able to get the health care that they need.",Miami-FL,0,0,0,0,44.73765702187721,2,1.0,7.102500000000001,1,1,0,1,46,3,15.333333333333334,8.993825042154693,257
GABBARD,"I believe Medicare for all is the way to do that. I also think that employers will recognize how much money will be saved by supporting a Medicare for all program, a program that will reduce the administrative costs, reduce the bureaucratic costs, and make sure that everyone gets that quality health care that they need.",Miami-FL,0,0,0,0,39.30769230769231,9,1.0,13.3575,2,0,0,1,56,2,28.0,17.0,321
GABBARD,I also think that...,Miami-FL,0,0,0,0,4.0,0,1.0,0.14750000000000002,1,0,0,0,4,1,4.0,0.0,20
HOLT,Senator...,Miami-FL,0,0,0,0,1.0,1,0.0,20.497500000000002,0,0,0,0,1,1,1.0,0.0,10
GABBARD,"... if you -- if you look at other countries in the world who have universal health care, every one of them has some form of a role of private insurance, so I think that's what we've got to look at, taking the best of these ideas, but making sure unequivocally that no sick American goes without getting the care that they need, regardless of how much or little money they have in their pocket.",Miami-FL,0,0,0,0,71.3498975409836,6,17.5,25.9025,1,0,2,3,75,1,75.0,0.0,394
HOLT,"Congresswoman, Congresswoman, thanks.",Miami-FL,0,0,0,0,3.0,1,0.0,26.7125,0,0,0,0,3,1,3.0,0.0,37
HOLT,(APPLAUSE),Miami-FL,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
HOLT,(CROSSTALK),Miami-FL,0,1,0,0,1.0,0,0.0,8.649999999999999,0,0,0,0,1,1,1.0,0.0,11
HOLT,"Let me turn to Senator Booker on this. Senator Booker, explain to me where you are. This is hugely important to people. So tell us where you are.",Miami-FL,0,0,2,0,22.166666666666668,3,1.0,3.33,0,0,2,0,28,4,7.0,1.0,145
BOOKER,"I absolutely will. First of all, we're talking about this as a health care issue, but in communities like mine, low-income communities, it's an education issue, because kids who don't have health care are not going to succeed in school. It is an issue for jobs and employment, because people who do not have good health care do not succeed at work. It's even a retirement issue, because in my community, African-Americans have a lower life expectancy because of poorer health care.",Miami-FL,0,0,0,0,66.7860883424408,13,3.0,10.9375,2,0,0,0,82,4,20.5,12.05197079319395,481
BOOKER,"And so where I stand is very clear. Health care -- it's not just a human right, it should be an American right. And I believe the best way to get there is Medicare for all.",Miami-FL,0,0,0,0,72.57600000000004,2,1.0,3.4074999999999998,2,0,0,0,36,3,12.0,2.943920288775949,172
BOOKER,"But I have an urgency about this. When I am president of the United States, I'm not going to wait. We have to do the things immediately that are going to provide better care. And on this debate, I'm sorry. There are too many people profiteering off of the pain of people in America, from pharmaceutical companies to insurers.",Miami-FL,0,0,0,0,65.11750000000002,9,6.0,7.272500000000001,2,1,0,0,59,5,11.8,4.791659420284375,325
BOOKER,"Literally, the overhead for insurance that they charge is 15 percent, while Medicare’s overhead is only at 2 percent. We can do this better. And every single day, I will be fighting to give people more access and more affordable costs until we get to my goal...",Miami-FL,0,0,0,0,81.00000000000001,7,4.0,7.942499999999999,2,2,0,1,47,3,15.666666666666666,7.717224601860151,261
HOLT,"Your time is up, Senator.",Miami-FL,0,0,0,0,5.0,1,0.0,3.5300000000000002,0,0,1,0,5,1,5.0,0.0,25
BOOKER,... which is every American having health care.,Miami-FL,0,0,0,0,7.0,0,2.5,7.217499999999999,0,0,0,0,8,1,8.0,0.0,47
BOOKER,(CROSSTALK),Miami-FL,0,1,0,0,1.0,0,0.0,8.649999999999999,0,0,0,0,1,1,1.0,0.0,11
HOLT,"Time is up, Senator. I want to...",Miami-FL,0,0,0,0,7.0,1,0.5,0.10750000000000015,1,0,0,0,7,2,3.5,0.5,33
HOLT,(CROSSTALK),Miami-FL,0,1,0,0,1.0,0,0.0,8.649999999999999,0,0,0,0,1,1,1.0,0.0,11
HOLT,"I want to move back, if I can, to Congresswoman Gabbard...",Miami-FL,0,0,1,0,16.940000000000005,2,0.5,5.512499999999999,2,0,0,0,11,1,11.0,0.0,58
HOLT,(CROSSTALK),Miami-FL,0,1,0,0,1.0,0,0.0,8.649999999999999,0,0,0,0,1,1,1.0,0.0,11
WARREN,"... point, though, and that is that the insurance companies last year alone sucked $23 billion in profits out of the health care system, $23 billion. And that doesn't count the money that was paid to executives, the money that was spent lobbying Washington.",Miami-FL,0,0,0,0,33.822429906542055,8,2.0,11.3325,0,0,0,0,44,2,22.0,4.0,257
WARREN,"We have a giant industry that wants our health care system to stay the way it is, because it's not working for families, but it's sure as heck working for them.",Miami-FL,0,0,0,0,60.984000000000016,4,0.0,11.817500000000003,0,2,0,0,31,1,31.0,0.0,160
WARREN,(CROSSTALK),Miami-FL,0,1,0,0,1.0,0,0.0,8.649999999999999,0,0,0,0,1,1,1.0,0.0,11
WARREN,It’s time for us to make families come first.,Miami-FL,0,0,0,0,9.0,1,0.5,4.17,0,0,0,0,9,1,9.0,0.0,45
INSLEE,It should not be an option in the United States of America for any insurance company to deny a woman coverage for their exercise of their right of choice.,Miami-FL,0,0,0,0,41.909860335195525,5,0.0,12.7375,0,0,0,2,29,1,29.0,0.0,154
INSLEE,(APPLAUSE),Miami-FL,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
INSLEE,"And I am the only candidate here who has passed a law protecting a woman's right of reproductive health in health insurance, and I'm the only candidate who has passed a public option. And I respect everybody's goals and plans here, but we do have one candidate that's actually advanced the ball. And we've got to have access for everyone. I've done it as a public option.",Miami-FL,0,0,0,0,47.576813841650406,11,1.75,8.4925,2,1,0,0,67,4,16.75,10.497023387608508,371
HOLT,Your time...,Miami-FL,0,0,0,0,2.0,0,0.0,-1.0525,0,0,1,0,2,1,2.0,0.0,12
HOLT,(CROSSTALK),Miami-FL,0,1,0,0,1.0,0,0.0,8.649999999999999,0,0,0,0,1,1,1.0,0.0,11
HOLT,"Senator Klobuchar, I want to get you...",Miami-FL,0,0,1,0,7.0,1,2.0,4.845000000000001,1,0,0,0,7,1,7.0,0.0,39
HOLT,(APPLAUSE),Miami-FL,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
(UNKNOWN),That's a false claim.,Miami-FL,0,0,0,0,5.0,0,0.0,0.2750000000000001,0,0,0,0,4,1,4.0,0.0,21
HOLT,I am fascinated by this. Senator -- Senator Klobuchar?,Miami-FL,0,0,1,0,12.96,2,1.0,9.0375,1,0,0,0,9,2,4.5,0.5,54
KLOBUCHAR,"I just want to say, there's three women up here that have fought pretty hard for a woman's right to choose. I'll start with that.",Miami-FL,0,0,0,0,54.87999999999999,1,1.0,4.175,1,0,0,0,25,2,12.5,8.5,129
KLOBUCHAR,(APPLAUSE),Miami-FL,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
KLOBUCHAR,"And then I just want to make very clear, I think we share the goal of universal health care. And the idea I put out there, the public option, which the governor was just talking about, this idea is that you use Medicare or Medicaid without any insurance companies involved, you can do it either way. And the estimates are 13 million people would see a reduction in their premiums, 12 more million people would get covered.",Miami-FL,0,0,0,0,112.50000000000003,13,10.666666666666666,11.614999999999998,3,1,2,1,77,3,25.666666666666668,8.055363982396383,422
KLOBUCHAR,So I think it is a beginning and the way you start and the way you move to universal health care.,Miami-FL,0,0,0,0,25.935000000000002,1,1.0,6.805000000000001,1,0,2,0,21,1,21.0,0.0,97
KLOBUCHAR,(CROSSTALK),Miami-FL,0,1,0,0,1.0,0,0.0,8.649999999999999,0,0,0,0,1,1,1.0,0.0,11
HOLT,"Secretary Castro, this one is for you. All of you on stage support a woman's right to an abortion. You all support some version of a government health care option. Would your plan cover abortion, Mr. Secretary?",Miami-FL,0,0,1,0,50.54000000000001,7,2.5,5.4225,0,0,3,0,37,4,9.25,2.277608394786075,210
CASTRO,"Yes, it would. I don't believe only in reproductive freedom, I believe in reproductive justice.",Miami-FL,0,0,0,0,16.96,2,5.0,7.657500000000001,2,0,0,0,15,2,7.5,4.5,95
