speaker,segment,debate
BOOKER,Number two...,Miami-FL
BOOKER,(APPLAUSE),Miami-FL
BOOKER,".... I will make sure that we reinstate DACA, that we reinstate pathways to citizenship for DACA recipients, and to make sure that people that are here on temporary protective status can stay and remain here.",Miami-FL
BOOKER,"And then, finally, we need to make sure that we address the issues that made Oscar and Valeria come in the first place, by making major investments in the Northern Triangle, not like this president is doing, by ripping away the resources we need to actually solve this problem. We cannot surrender our values and think that we’re going to get border security. We actually will lose security and our values. We must fight for both.",Miami-FL
BOOKER,(APPLAUSE),Miami-FL
BOOKER,(CROSSTALK),Miami-FL
CASTRO,"... if I might -- if I might, very briefly, and this is an important point. You know, my plan -- and I'm glad to see that Senator Booker, Senator Warren, and Governor Inslee agree with me on this. My plan also includes getting rid of Section 1325 of the Immigration and Nationality Act, to go back to the way we used to treat this when somebody comes across the border, not to criminalize desperation, to treat that as a civil violation.",Miami-FL
CASTRO,(APPLAUSE),Miami-FL
CASTRO,"And here's why it's important. We see all of this horrendous family separation. They use that law, Section 1325, to justify under the law separating little children from their families.",Miami-FL
(UNKNOWN),Thank you.,Miami-FL
(UNKNOWN),Jose...,Miami-FL
CASTRO,And so I want to challenge every single candidate on this stage to support the repeal of Section 1325.,Miami-FL
CASTRO,(APPLAUSE),Miami-FL
DIAZ-BALART,Thirty seconds.,Miami-FL
BOOKER,"As my friend here said, I agree with him on that issue, but folks should understand that the separation of children from families doesn't just go on at our border. It happens in our communities, as ICE are ripping away parents from their American children, spouses and the like, and are creating fear in cities all across this country where parents are afraid to even drop their kids off to school or go to work. We must end those policies, as well.",Miami-FL
BOOKER,(CROSSTALK),Miami-FL
BLASIO,We have to change the discussion about in this country...,Miami-FL
DIAZ-BALART,Mayor?,Miami-FL
BLASIO,"... because look at the bottom line here. Those tragic -- that tragic photo of those -- that parent, that child -- and I'm saying this as a father. Every American should feel that in their heart, every American should say that is not America, those are not our values.",Miami-FL
BLASIO,"But we have to get under the skin of why we have this crisis in our system, because we're not being honest about the division that's been fomented in this country. The way that American citizens have been told that immigrants somehow created their misery and their pain and their challenges, for all the American citizens out there who feel you're falling behind or feel the American dream is not working for you, the immigrants didn't do that to you.",Miami-FL
BLASIO,(APPLAUSE),Miami-FL
BLASIO,"The big corporations did that to you. The 1 percent did that to you. We need to be the party of working people, and that includes a party of immigrants. But first we have to tell working people in America who are hurting that we’re going to be on their side every single time against those big corporations who created this mess to begin with. And remind people we’re all in this together.",Miami-FL
BLASIO,"If we don’t change that debate, that politics that’s holding us back, we won’t get all these reforms people are talking about. That’s what we need to do as Democrats.",Miami-FL
DIAZ-BALART,"If I could, I'm sorry. (SPEAKING IN SPANISH) What would you do, Congressman, day one at the White House??",Miami-FL
O'ROURKE,"(SPEAKING IN SPANISH) We would not turn back Valeria and her father, Oscar. We would accept them into this country and follow our own asylum laws. We would not build walls. We would not put kids in cages. In fact, we would spare no expense to reunite the families that have been separated already...",Miami-FL
O'ROURKE,(CROSSTALK),Miami-FL
O'ROURKE,... and we would not criminally prosecute any family who is fleeing violence and persecution...,Miami-FL
O'ROURKE,(CROSSTALK),Miami-FL
CASTRO,... repeal of Section 1325.,Miami-FL
O'ROURKE,We would make sure...,Miami-FL
DIAZ-BALART,"Secretary, let him finish. And I will give you...",Miami-FL
DIAZ-BALART,(CROSSTALK),Miami-FL
DIAZ-BALART,But let him finish. Let him finish.,Miami-FL
O'ROURKE,"We would not detain any family fleeing violence, in fact, fleeing the deadliest countries on the face of the planet today. We would implement a family case management program so they could be cared for in the community at a fraction of the cost. And then we would rewrite our immigration laws in our own image, free Dreamers forever from any fear of deportation by making them U.S. citizens here in this country, invest in solutions in Central America, work with regional stakeholders so there's no reason to make that 2,000 mile journey to this country.",Miami-FL
DIAZ-BALART,Thank you.,Miami-FL
DIAZ-BALART,(CROSSTALK),Miami-FL
DIAZ-BALART,"Secretary, I’ll give you 30 seconds.",Miami-FL
CASTRO,Let's be very clear. The reason that they're separating these little children from their families is that they're using Section 1325 of that act which criminalizes coming across the border to incarcerate the parents and then separate them.,Miami-FL
CASTRO,"Some of us on this stage have called to end that section, to terminate it. Some, like Congressman O'Rourke, have not. And I want to challenge all of the candidate to do that.",Miami-FL
CASTRO,(APPLAUSE),Miami-FL
CASTRO,(CROSSTALK),Miami-FL
CASTRO,"I just think it’s a mistake, Beto. I think it’s a mistake. And I think that -- that if you truly want to change the system, that we’ve got to repeal that section. If not...",Miami-FL
