,segment,speaker,debate,segment_length,mtld,n_difficult_words,n_opponent_mentions,n_words_before_main_verb,readability,person_1sg,person_1pl,person_2,person_3
142,"I have seen the results of what can happen when we have the government cooperating with business. And that's exactly what I will do.
",clinton,brookyln_2016_04_14,133,43.74999999999999,3,0,2,7.182500000000001,2,1,0,0
143,"When I was secretary of State, I helped to lead the way to increased exports of American good around the world, which supports tens of thousands of jobs.
",clinton,brookyln_2016_04_14,154,36.586666666666666,5,0,8,11.51,3,0,0,1
144,"So I think you've got to go at this with a sense of how to accomplish the goal we are setting — more good jobs with rising incomes for people everywhere from inner cities to rural areas to every distressed community in America. And that's exactly what my plan would bring about.
",clinton,brookyln_2016_04_14,279,196.63000000000005,8,0,2,11.005,5,1,1,0
145,"I think we have a pretty good record if we look at what happened...
",clinton,brookyln_2016_04_14,68,54.88000000000004,1,0,1,4.0625,2,2,0,0
146,"Senator...
",blitzer,brookyln_2016_04_14,11,1.0,1,0,0,23.125,0,0,0,0
147,"...in the 1990s, we got 23 million new jobs and incomes went up for everybody.
",clinton,brookyln_2016_04_14,79,14.0,1,0,6,5.8575,2,2,0,0
148,"Thank you.
",blitzer,brookyln_2016_04_14,11,2.0,0,0,0,-0.9275,0,0,1,0
149,"Let's do that again in America.
",clinton,brookyln_2016_04_14,32,7.0,0,0,0,2.6625,1,0,0,0
150,"Senator, how do you...
",blitzer,brookyln_2016_04_14,23,4.0,1,0,0,4.85,0,0,1,0
151,"I'm going to respond...
",sanders,brookyln_2016_04_14,24,5.0,1,0,2,3.0124999999999997,1,0,0,0
152,"I'll have you respond in a moment. [applause]
",blitzer,brookyln_2016_04_14,46,9.0,2,0,0,4.665,2,0,1,0
153,"Stand by.
",blitzer,brookyln_2016_04_14,10,2.0,0,0,0,-2.2275,0,0,0,0
154,"Well, look...
",sanders,brookyln_2016_04_14,14,2.0,0,0,2,0.8474999999999999,0,1,0,0
155,"Secretary Clinton... [crosstalk]
",blitzer,brookyln_2016_04_14,33,3.0,2,0,0,19.2875,0,0,0,0
156,"You will respond in a moment, but I have to follow-up with Secretary Clinton.
",blitzer,brookyln_2016_04_14,78,14.0,3,0,2,7.5200000000000005,2,0,1,0
157,"You stood on the stage with Governor Cuomo in support of new legislation to raise New York's minimum wage to $15 an hour. But you do not support raising the federal minimum wage to $15 an hour.
",blitzer,brookyln_2016_04_14,194,36.144000000000005,7,0,5,8.6125,1,0,2,0
158,"As president...[applause]...if a Democratic Congress put a $15 minimum wage bill on your desk, would you sign it?
",blitzer,brookyln_2016_04_14,114,101.07999999999991,5,0,19,11.83,2,0,3,0
159,"Well, of course I would. And I have supported...[applause]...I have supported the fight for 15. I am proud to have the endorsement of most of the unions that have led the fight for 15. I was proud to stand on the stage with Governor Cuomo, with SEIU and others who have been leading this battle and I will work as hard as I can to raise the minimum wage. I always have. I supported that when I was in the Senate.
",clinton,brookyln_2016_04_14,413,30.830765022339747,9,0,11,5.172499999999999,11,1,0,0
160,"Well, look...
",sanders,brookyln_2016_04_14,14,2.0,0,0,2,0.8474999999999999,0,1,0,0
161,"But what I have also said is that we've got to be smart about it, just the way Governor Cuomo was here in New York. If you look at it, we moved more quickly to $15 in New York City, more deliberately toward $12, $12.50 upstate then to $15. That is exactly my position. It's a model for the nation and that's what I will do as president.
",clinton,brookyln_2016_04_14,337,78.5575,9,0,7,6.515000000000001,11,2,1,2
162,"Thank you.
",blitzer,brookyln_2016_04_14,11,2.0,0,0,0,-0.9275,0,0,1,0
163,"Go as quickly as...[crosstalk]...to get to $15. [applause]
",clinton,brookyln_2016_04_14,59,11.340000000000002,1,0,0,7.737499999999999,0,0,0,0
164,"I am sure a lot of people are very surprised to learn that you supported raising the minimum wage to 15 bucks an hour. [applause]
",sanders,brookyln_2016_04_14,130,161.28000000000014,5,0,0,10.1525,1,0,1,0
165,"You know, wait a minute...
",clinton,brookyln_2016_04_14,27,5.0,0,0,3,1.38,0,0,1,0
166,"[inaudible].
",sanders,brookyln_2016_04_14,13,1.0,1,0,0,28.375,1,0,0,0
167,"...wait a minute.
",clinton,brookyln_2016_04_14,18,3.0,0,0,1,1.23,0,0,0,0
168,"[inaudible].
",sanders,brookyln_2016_04_14,13,1.0,1,0,0,28.375,1,0,0,0
169,"...wait, wait...
",clinton,brookyln_2016_04_14,17,2.0,0,0,3,2.6225000000000005,0,0,0,0
170,"That's just not accurate. Well...
",sanders,brookyln_2016_04_14,34,6.0,1,0,0,7.37,0,1,0,0
171,"Come on, I have stood on the debate stage...
",clinton,brookyln_2016_04_14,45,22.679999999999993,1,0,5,2.2825,1,0,0,0
172,"...well and I...
",sanders,brookyln_2016_04_14,17,3.0,0,0,0,-1.52,1,1,0,0
173,"...with Senator Sanders eight...[crosstalk]...times.
",clinton,brookyln_2016_04_14,53,6.0,1,0,0,22.525,0,0,0,0
174,"Excuse me.
",sanders,brookyln_2016_04_14,11,2.0,0,0,0,0.5725,0,0,0,0
175,"I have said the...
",clinton,brookyln_2016_04_14,19,4.0,0,0,2,-1.44,1,0,0,0
176,"Well...
",sanders,brookyln_2016_04_14,8,1.0,0,0,0,-0.6774999999999999,0,1,0,0
177,"Exact same thing.
",clinton,brookyln_2016_04_14,18,3.0,0,0,0,2.6825,0,0,0,0
178,"Secretary, Senator, please.
",blitzer,brookyln_2016_04_14,28,3.0,2,0,0,20.0975,0,0,0,0
179,"If we can...[crosstalk]...raise it to $15 in New York...[crosstalk]...or Los Angeles or Seattle...
",clinton,brookyln_2016_04_14,99,35.84,2,0,2,10.345,3,1,0,0
180,"Secretary, the viewers...
",blitzer,brookyln_2016_04_14,26,3.0,2,0,0,14.537500000000001,0,0,0,0
181,"...let's do it.
",clinton,brookyln_2016_04_14,16,4.0,0,0,1,-1.8950000000000002,1,0,0,0
182,"If you're both screaming at each other, the viewers won't be able to hear either of you.
",blitzer,brookyln_2016_04_14,89,101.07999999999991,2,0,0,6.3175,1,0,2,1
183,"OK.
",sanders,brookyln_2016_04_14,4,1.0,0,0,0,-8.3275,0,0,0,0
184,"So please...
",blitzer,brookyln_2016_04_14,13,2.0,0,0,0,0.2475,0,0,0,0
185,"I will...
",sanders,brookyln_2016_04_14,10,2.0,0,0,0,-3.6774999999999998,1,0,0,0
186,"...don't talk over each other.
",blitzer,brookyln_2016_04_14,31,6.0,0,0,3,3.2,0,0,0,0
187,"I believe I was...[crosstalk]
",sanders,brookyln_2016_04_14,30,6.000000000000001,0,0,1,6.000000000000001,2,0,0,0
188,"Go ahead.
",blitzer,brookyln_2016_04_14,10,2.0,0,0,0,-2.2275,0,0,0,0
189,"...responding.
",sanders,brookyln_2016_04_14,15,1.0,1,0,1,32.175,0,0,0,0
190,"All right? When this campaign began, I said that we got to end the starvation minimum wage of $7.25, raise it to $15. Secretary Clinton said let's raise it to $12. There's a difference. And, by the way, what has happened is history has outpaced Secretary Clinton, because all over this country, people are standing up and they're saying $12 is not good enough, we need $15 an hour.
",sanders,brookyln_2016_04_14,382,83.79466666666669,9,0,46,7.7075000000000005,5,2,0,2
191,"OK. [applause]
",clinton,brookyln_2016_04_14,15,2.0,1,0,0,4.375,0,0,0,0
192,"Go ahead, Secretary. Secretary?
",blitzer,brookyln_2016_04_14,32,4.24,1,0,0,12.6,0,0,0,0
193,"And suddenly...
",sanders,brookyln_2016_04_14,16,2.0,1,0,0,12.175,0,0,0,0
194,"Secretary, go ahead.
",blitzer,brookyln_2016_04_14,21,3.0,1,0,2,9.3375,0,0,0,0
195,"To suddenly...
",sanders,brookyln_2016_04_14,15,2.0,1,0,0,10.850000000000001,0,0,0,0
196,"Thank you. Thank you very much.
",clinton,brookyln_2016_04_14,32,6.0,0,0,0,1.7625000000000002,0,0,2,0
197,"To suddenly announce now that you're for $15, I don't think is quite accurate.
",sanders,brookyln_2016_04_14,79,15.0,3,0,14,8.2325,2,0,1,0
198,"All right. Secretary?
",blitzer,brookyln_2016_04_14,22,3.0,1,0,0,10.215,0,0,0,0
199,"All right. I have said from the very beginning that I supported the fight for $15. I supported those on the front lines of the fight for — it happens to be true. I also — I supported the $15 effort in L.A. I supported in Seattle. I supported it for the fast food workers in New York.
",clinton,brookyln_2016_04_14,284,22.916666666666664,5,0,20,3.9425,12,0,0,0
200,"The minimum wage at the national level right now is $7.25, right? We want to raise it higher than it ever has been, but we also have to recognize some states and some cities will go higher, and I support that. I have taken my cue from the Democrats in the Senate, led by Senator Patty Murray and others, like my good friend Kirsten Gillibrand, who has said we will set a national level of $12 and then urge any place that can go above it to go above it.
",clinton,brookyln_2016_04_14,454,66.46975088967972,11,0,3,11.0075,10,3,0,0
201,"Going from $7.25 to $12 is a huge difference. Thirty-five million people will get a raise. One in four working mothers will get a raise. I want to get something done. And I think setting the goal to get to $12 is the way to go, encouraging others to get to $15. But, of course, if we have a Democratic Congress, we will go to $15. [applause]
",clinton,brookyln_2016_04_14,342,34.842159757640836,7,0,17,4.295,6,2,0,0
202,"Senator, go ahead.
",blitzer,brookyln_2016_04_14,19,3.0,1,0,2,7.59,0,0,0,0
203,"Well, I think the secretary has confused a lot of people. I don't know how you're there for the fight for $15 when you say you want a $12-an-hour national minimum wage. [applause]
",sanders,brookyln_2016_04_14,180,53.94666666666666,5,0,6,7.7075,2,1,3,0
204,"Now, in fact — in fact, there is an effort, Patty Murray has introduced legislation for $12 minimum wage. That's good. I introduced legislation for $15 an hour minimum wage which is better. [applause]
",sanders,brookyln_2016_04_14,201,24.0,7,0,17,9.9375,7,0,0,0
205,"And ultimately what we have got to determine is after massive transfer of wealth from the middle class to the top 0.1 percent, when millions of our people are working longer hours for low wages...
",sanders,brookyln_2016_04_14,197,107.89333333333332,7,0,0,14.59,1,3,0,0
206,"Thank you, Senator.
",blitzer,brookyln_2016_04_14,20,3.0,1,0,0,8.445,0,0,1,0
207,"I think we have got to be clear, not equivocate, $15 in minimum wage in 50 states in this country as soon as possible.
",sanders,brookyln_2016_04_14,119,45.17333333333334,2,0,1,9.165,4,1,0,0
208,"Thank you. [applause]
",blitzer,brookyln_2016_04_14,22,3.0,1,0,0,5.2299999999999995,0,0,1,0
209,"We're going to turn to another critically important issue right now, guns in America. Secretary Clinton, you've said that Vermont, Senator Sanders' home state, has, quote, ""the highest per capita number of guns that end up committing crimes in New York."" But only 1.2 percent of the guns recovered in New York in 2014 were from Vermont. Are you seriously blaming Vermont, and implicitly Senator Sanders, for New York's gun violence?
",blitzer,brookyln_2016_04_14,433,68.06311926605504,15,0,10,10.97,7,2,2,0
210,"No, of course not. Of course not. This is — this is a serious difference between us. [laughter]
",clinton,brookyln_2016_04_14,96,12.75,2,0,0,2.91,2,0,0,0
211,"And what I want to start by saying — it's not a laughing matter — 90 people on average a day are killed or commit suicide or die in accidents from guns, 33,000 people a year. I take it really seriously, because I have spent more time than I care to remember being with people who have lost their loved ones.
",clinton,brookyln_2016_04_14,308,85.62909090909089,7,0,1,11.2775,7,0,0,1
212,"So, yes, we have a problem in America. We need a president who will stand up against the gun lobby. We need a president who will fight for commonsense gun safety reforms. [applause]
",clinton,brookyln_2016_04_14,182,33.0,6,0,2,6.0425,1,3,0,0
213,"And what we have here is a big difference. Senator Sanders voted against the Brady Bill five times. He voted for the most important NRA priority, namely giving immunity from liability to gun-makers and dealers, something that is at the root of a lot of the problems that we are facing.
",clinton,brookyln_2016_04_14,286,72.82800000000002,9,0,3,9.03,4,2,0,3
214,"Then he doubled down on that in the New York Daily News interview, when asked whether he would support the Sandy Hook parents suing to try to do something to rein in the advertising of the AR-15, which is advertised to young people as being a combat weapon, killing on the battlefield. He said they didn't deserve their day in court.
",clinton,brookyln_2016_04_14,334,89.69333333333331,9,0,3,12.535,5,1,1,5
